Species	TF_ID	Gene_ID_v0.4	Gene_ID	symbol
Triticum_aestivum	Traes_3AS_5CD024A9E.1	Traes_3AS_5CD024A9E	TraesCS3A01G167200	NA
Triticum_aestivum	Traes_3AS_6AE36A662.1	Traes_3AS_6AE36A662	TraesCS3A01G131900	NA
Triticum_aestivum	Traes_3AS_74E386CE7.1	Traes_3AS_74E386CE7	TraesCS3A01G107400	NA
Triticum_aestivum	Traes_3AS_8F85243EB.2	Traes_3AS_8F85243EB	TraesCS3A01G000700	NA
Triticum_aestivum	Traes_3AS_9151583B9.1	Traes_3AS_9151583B9	TraesCS3A01G026900	NA
Triticum_aestivum	Traes_3AS_9B4FF6282.1	Traes_3AS_9B4FF6282	TraesCSU01G432500LC	NA
Triticum_aestivum	Traes_3AS_D1FC86E9B.1	Traes_3AS_D1FC86E9B	TraesCS3A01G167700	NA
Triticum_aestivum	Traes_3AS_DE5832BF8.1	Traes_3AS_DE5832BF8	TraesCS3A01G176500	NA
Triticum_aestivum	Traes_3AS_E01675F4E.1	Traes_3AS_E01675F4E	TraesCS3A01G159600	NA
Triticum_aestivum	Traes_3B_089C0C2EB.1	Traes_3B_089C0C2EB	TraesCS3B01G550000	NA
Triticum_aestivum	Traes_3B_1DF60D14E.1	Traes_3B_1DF60D14E	TraesCS3B01G002200	NA
Triticum_aestivum	Traes_3B_2DF1A6E5B.1	Traes_3B_2DF1A6E5B	TraesCS3B01G120500	NA
Triticum_aestivum	Traes_3B_4BDC314A1.1	Traes_3B_4BDC314A1	TraesCS3B01G108500	NA
Triticum_aestivum	Traes_3B_5308A06F0.1	Traes_3B_5308A06F0	TraesCS3B01G220300LC	NA
Triticum_aestivum	Traes_3B_5D2D7A5A6.1	Traes_3B_5D2D7A5A6	TraesCS3B01G003500	NA
Triticum_aestivum	Traes_3B_5DC4D39A6.1	Traes_3B_5DC4D39A6	TraesCS3B01G185400	NA
Triticum_aestivum	Traes_3B_8B0D448D8.1	Traes_3B_8B0D448D8	TraesCS3B01G375200	NA
Triticum_aestivum	Traes_3B_9769B2425.1	Traes_3B_9769B2425	TraesCS3B01G510200	NA
Triticum_aestivum	Traes_3B_990298FF5.1	Traes_3B_990298FF5	TraesCS3B01G379200	NA
Triticum_aestivum	Traes_3B_99CDB9674.1	Traes_3B_99CDB9674	TraesCS3B01G122800	NA
Triticum_aestivum	Traes_3B_A25F058E5.1	Traes_3B_A25F058E5	TraesCS3B01G392600	NA
Triticum_aestivum	Traes_3B_D6EA106A51.1	Traes_3B_D6EA106A51	TraesCS3B01G383000	NA
Triticum_aestivum	Traes_3B_FA3CD3CB6.1	Traes_3B_FA3CD3CB6	TraesCS3B01G487800	NA
Triticum_aestivum	Traes_3B_FACAC1A32.1	Traes_3B_FACAC1A32	TraesCS3B01G002300	NA
Triticum_aestivum	Traes_3DL_062F4B215.1	Traes_3DL_062F4B215	TraesCS3A01G304800	NA
Triticum_aestivum	Traes_3DL_0BF080E4B.2	Traes_3DL_0BF080E4B	TraesCS3D01G245500	NA
Triticum_aestivum	Traes_3DL_136F5F731.1	Traes_3DL_136F5F731	TraesCS3D01G347000	NA
Triticum_aestivum	Traes_3DL_13B382BD2.1	Traes_3DL_13B382BD2	TraesCS3D01G403100	NA
Triticum_aestivum	Traes_3DL_19DD13245.1	Traes_3DL_19DD13245	TraesCS3D01G471700LC	NA
Triticum_aestivum	Traes_3DL_1E9DECCEA.1	Traes_3DL_1E9DECCEA	TraesCS3D01G268600	NA
Triticum_aestivum	Traes_3DL_20ED2EA4C.1	Traes_3DL_20ED2EA4C	TraesCS3D01G330300	NA
Triticum_aestivum	Traes_3DL_2551BF2C1.1	Traes_3DL_2551BF2C1	TraesCS3D01G337400	NA
Triticum_aestivum	Traes_3DL_2795DC25B.1	Traes_3DL_2795DC25B	TraesCS3D01G210600	NA
Triticum_aestivum	Traes_3DL_3ECFD7555.1	Traes_3DL_3ECFD7555	TraesCSU01G090800LC	NA
Triticum_aestivum	Traes_3DL_4544FA87D.1	Traes_3DL_4544FA87D	TraesCS3D01G434900	NA
Triticum_aestivum	Traes_3DL_48F7A19D2.1	Traes_3DL_48F7A19D2	TraesCS3D01G337100	NA
Triticum_aestivum	Traes_3DL_4A4D552B2.1	Traes_3DL_4A4D552B2	TraesCS3D01G365200	NA
Triticum_aestivum	Traes_3DL_4E6EA6F5B.1	Traes_3DL_4E6EA6F5B	TraesCS3D01G291600	NA
Triticum_aestivum	Traes_3DL_564FE4223.1	Traes_3DL_564FE4223	TraesCS3D01G435200	NA
Triticum_aestivum	Traes_3DL_575C5670C.2	Traes_3DL_575C5670C	TraesCS3D01G620100LC	NA
Triticum_aestivum	Traes_3DL_5F3D20D9F.1	Traes_3DL_5F3D20D9F	TraesCS3D01G388700	NA
Triticum_aestivum	Traes_3DL_663081CEA.1	Traes_3DL_663081CEA	TraesCS3D01G426700	NA
Triticum_aestivum	Traes_3DL_678D51EAD.1	Traes_3DL_678D51EAD	TraesCS3D01G238300	NA
Triticum_aestivum	Traes_3DL_7456F61A3.1	Traes_3DL_7456F61A3	TraesCS3A01G343000	NA
Triticum_aestivum	Traes_3DL_7B0E46392.1	Traes_3DL_7B0E46392	TraesCSU01G297900LC	NA
Triticum_aestivum	Traes_3DL_801E89185.1	Traes_3DL_801E89185	TraesCS3D01G433200	NA
Triticum_aestivum	Traes_3DL_80E8CBB73.1	Traes_3DL_80E8CBB73	TraesCS3D01G598600LC	NA
Triticum_aestivum	Traes_3DL_886A895A4.1	Traes_3DL_886A895A4	TraesCS3D01G495600	NA
Triticum_aestivum	Traes_3DL_A3AC10E58.1	Traes_3DL_A3AC10E58	TraesCS3D01G354100	NA
Triticum_aestivum	Traes_3DL_A6713EED4.1	Traes_3DL_A6713EED4	TraesCS3D01G443500	NA
Triticum_aestivum	Traes_3DL_A71427183.1	Traes_3DL_A71427183	TraesCS3D01G327600	NA
Triticum_aestivum	Traes_3DL_BF7D83705.1	Traes_3DL_BF7D83705	TraesCS3D01G403100	NA
Triticum_aestivum	Traes_3DL_C5832B670.1	Traes_3DL_C5832B670	TraesCS3D01G486800LC	NA
Triticum_aestivum	Traes_3DL_C686CE2E3.2	Traes_3DL_C686CE2E3	TraesCS3D01G370800	NA
Triticum_aestivum	Traes_3DL_DF0D3F3FE.1	Traes_3DL_DF0D3F3FE	TraesCS3D01G248500	NA
Triticum_aestivum	Traes_3DL_E21790878.1	Traes_3DL_E21790878	TraesCS3D01G365000	NA
Triticum_aestivum	Traes_3DL_E22D9AEAE.1	Traes_3DL_E22D9AEAE	TraesCS3D01G317500	NA
Triticum_aestivum	Traes_3DS_247FA5037.1	Traes_3DS_247FA5037	TraesCS3D01G166300	NA
Triticum_aestivum	Traes_3DS_29943C262.1	Traes_3DS_29943C262	TraesCS3D01G185500	NA
Triticum_aestivum	Traes_3DS_2D5A1C423.1	Traes_3DS_2D5A1C423	TraesCS3D01G106300LC	NA
Triticum_aestivum	Traes_3DS_2F11B975C.1	Traes_3DS_2F11B975C	-	NA
Triticum_aestivum	Traes_3DS_3520D86D7.1	Traes_3DS_3520D86D7	TraesCS3D01G078400LC	NA
Triticum_aestivum	Traes_3DS_72524290F.1	Traes_3DS_72524290F	TraesCS3D01G193100	NA
Triticum_aestivum	Traes_3DS_7C9147219.3	Traes_3DS_7C9147219	TraesCS3D01G183900	NA
Triticum_aestivum	Traes_3DS_7F9611256.1	Traes_3DS_7F9611256	TraesCS3D01G106600	NA
Triticum_aestivum	Traes_3DS_81B8AB548.1	Traes_3DS_81B8AB548	TraesCS3D01G017700	NA
Triticum_aestivum	Traes_3DS_833AD0EE2.1	Traes_3DS_833AD0EE2	TraesCS3D01G018700	NA
Triticum_aestivum	Traes_3DS_930F3B5AD.2	Traes_3DS_930F3B5AD	TraesCS3D01G078500	NA
Triticum_aestivum	Traes_3DS_9A02CF31D.1	Traes_3DS_9A02CF31D	TraesCS3D01G029100	NA
Triticum_aestivum	Traes_3DS_AB726A97D.1	Traes_3DS_AB726A97D	TraesCS2D01G437800LC	NA
Triticum_aestivum	Traes_3DS_BB7306A01.1	Traes_3DS_BB7306A01	TraesCS3D01G194800	NA
Triticum_aestivum	Traes_3DS_D79D35637.1	Traes_3DS_D79D35637	TraesCS3D01G078300	NA
Triticum_aestivum	Traes_3DS_E1D759A90.1	Traes_3DS_E1D759A90	TraesCS3D01G166900	NA
Triticum_aestivum	Traes_3DS_E799374CA.1	Traes_3DS_E799374CA	TraesCS3D01G109400	NA
Triticum_aestivum	Traes_3DS_F18F3A1A1.1	Traes_3DS_F18F3A1A1	TraesCS3D01G009200	NA
Triticum_aestivum	Traes_3DS_F6B1E6078.1	Traes_3DS_F6B1E6078	TraesCS3D01G118100	NA
Triticum_aestivum	Traes_3DS_F9B6E4E1F.1	Traes_3DS_F9B6E4E1F	TraesCS3D01G136600	NA
Triticum_aestivum	Traes_4AL_04B7D5758.1	Traes_4AL_04B7D5758	TraesCS4A01G176600	NA
Triticum_aestivum	Traes_4AL_080706A7E.1	Traes_4AL_080706A7E	TraesCS4A01G412400LC	NA
Triticum_aestivum	Traes_4AL_096D26391.2	Traes_4AL_096D26391	TraesCS4A01G284600	NA
Triticum_aestivum	Traes_4AL_0A3D7BB7F.1	Traes_4AL_0A3D7BB7F	TraesCS4A01G185900	NA
Triticum_aestivum	Traes_4AL_0BB0A30D1.2	Traes_4AL_0BB0A30D1	TraesCS4A01G255800	NA
Triticum_aestivum	Traes_4AL_14A81F225.1	Traes_4AL_14A81F225	TraesCS4A01G326000	NA
Triticum_aestivum	Traes_4AL_161D3D25E.2	Traes_4AL_161D3D25E	TraesCS4A01G346400	NA
Triticum_aestivum	Traes_4AL_2257954B9.1	Traes_4AL_2257954B9	TraesCS4A01G421100	NA
Triticum_aestivum	Traes_4AL_22CE41C6F.1	Traes_4AL_22CE41C6F	TraesCS4A01G499900	NA
Triticum_aestivum	Traes_4AL_234E1CDF6.1	Traes_4AL_234E1CDF6	TraesCS4A01G453100LC	NA
Triticum_aestivum	Traes_4AL_273ACCFFD.1	Traes_4AL_273ACCFFD	TraesCS4A01G209900	NA
Triticum_aestivum	Traes_4AL_2EEECCC4B.1	Traes_4AL_2EEECCC4B	TraesCS4A01G162500	NA
Triticum_aestivum	Traes_4AL_2F7E6536A.2	Traes_4AL_2F7E6536A	TraesCS4A01G407100	NA
Triticum_aestivum	Traes_4AL_3AFF9664B.2	Traes_4AL_3AFF9664B	TraesCS7D01G062400	NA
Triticum_aestivum	Traes_4AL_3BA1D51E2.1	Traes_4AL_3BA1D51E2	TraesCS4A01G415300	NA
Triticum_aestivum	Traes_4AL_3E11167D9.1	Traes_4AL_3E11167D9	TraesCS4A01G396300	NA
Triticum_aestivum	Traes_4AL_4108A9D5E.1	Traes_4AL_4108A9D5E	TraesCS5D01G508800	NA
Triticum_aestivum	Traes_4AL_5062917C4.1	Traes_4AL_5062917C4	TraesCS4A01G359500	NA
Triticum_aestivum	Traes_4AL_5659286D11.1	Traes_4AL_5659286D11	TraesCS4A01G264100	NA
Triticum_aestivum	Traes_4AL_573E93FCC.1	Traes_4AL_573E93FCC	TraesCS4A01G234000	NA
Triticum_aestivum	Traes_4AL_5DF356F5A.2	Traes_4AL_5DF356F5A	TraesCS4A01G209100	NA
Triticum_aestivum	Traes_4AL_5E7F93445.2	Traes_4AL_5E7F93445	TraesCS4A01G183400	NA
Triticum_aestivum	Traes_4AL_61B6D8837.1	Traes_4AL_61B6D8837	TraesCS4A01G200700	NA
Triticum_aestivum	Traes_4AL_6566FA47B.1	Traes_4AL_6566FA47B	TraesCS4A01G306400	NA
Triticum_aestivum	Traes_4AL_6A6EC9A6A.2	Traes_4AL_6A6EC9A6A	TraesCS4A01G234500	NA
Triticum_aestivum	Traes_4AL_7241716B6.1	Traes_4AL_7241716B6	TraesCS4A01G236200	NA
Triticum_aestivum	Traes_4AL_75D069945.1	Traes_4AL_75D069945	TraesCS4A01G271300	NA
Triticum_aestivum	Traes_4AL_77F4CC833.1	Traes_4AL_77F4CC833	TraesCS4A01G271000	NA
Triticum_aestivum	Traes_4AL_792F1D482.1	Traes_4AL_792F1D482	TraesCS4A01G198100	NA
Triticum_aestivum	Traes_4AL_7B4A599EC.1	Traes_4AL_7B4A599EC	TraesCS4A01G430600	NA
Triticum_aestivum	Traes_4AL_7C4C68FD0.2	Traes_4AL_7C4C68FD0	TraesCS4A01G277300	NA
Triticum_aestivum	Traes_4AL_884BA5746.1	Traes_4AL_884BA5746	TraesCS4A01G209800	NA
Triticum_aestivum	Traes_4AL_8B3A3CC2F.2	Traes_4AL_8B3A3CC2F	TraesCSU01G100700LC	NA
Triticum_aestivum	Traes_4AL_8FABAA6C3.2	Traes_4AL_8FABAA6C3	TraesCS4A01G421300	NA
Triticum_aestivum	Traes_4AL_9018B5132.1	Traes_4AL_9018B5132	TraesCS4A01G499700LC	NA
Triticum_aestivum	Traes_4AL_977AF4963.1	Traes_4AL_977AF4963	TraesCS4A01G176400	NA
Triticum_aestivum	Traes_4AL_98B1C762B.1	Traes_4AL_98B1C762B	TraesCS4A01G246000	NA
Triticum_aestivum	Traes_4AL_99942CBEA.2	Traes_4AL_99942CBEA	TraesCS4A01G420100	NA
Triticum_aestivum	Traes_4AL_9A089DC10.1	Traes_4AL_9A089DC10	TraesCS4A01G737500LC	NA
Triticum_aestivum	Traes_4AL_9E0D1CFA6.1	Traes_4AL_9E0D1CFA6	TraesCS4A01G193600	NA
Triticum_aestivum	Traes_4AL_A02408BC8.2	Traes_4AL_A02408BC8	TraesCS4A01G423500	NA
Triticum_aestivum	Traes_4AL_A5E7EC1A3.2	Traes_4AL_A5E7EC1A3	TraesCS4A01G420200	NA
Triticum_aestivum	Traes_4AL_A8A3117E2.1	Traes_4AL_A8A3117E2	TraesCS4A01G421000	NA
Triticum_aestivum	Traes_4AL_ABD465CB6.1	Traes_4AL_ABD465CB6	TraesCSU01G100400LC	NA
Triticum_aestivum	Traes_4AL_AD9C8CB77.1	Traes_4AL_AD9C8CB77	TraesCS4A01G297500	NA
Triticum_aestivum	Traes_4AL_B2CACD56E.1	Traes_4AL_B2CACD56E	TraesCS4A01G176300	NA
Triticum_aestivum	Traes_4AL_B44DF4ACC.1	Traes_4AL_B44DF4ACC	TraesCS4A01G242700	NA
Triticum_aestivum	Traes_4AL_B6992AAA6.1	Traes_4AL_B6992AAA6	TraesCS4A01G249400	NA
Triticum_aestivum	Traes_4AL_BB3F89030.1	Traes_4AL_BB3F89030	TraesCS4A01G312500	NA
Triticum_aestivum	Traes_4AL_BC54910D5.2	Traes_4AL_BC54910D5	TraesCS4A01G375000LC	NA
Triticum_aestivum	Traes_4AL_BF13412D4.2	Traes_4AL_BF13412D4	TraesCS4A01G219700	NA
Triticum_aestivum	Traes_4AL_C060BF9F6.3	Traes_4AL_C060BF9F6	TraesCS4A01G235100	NA
Triticum_aestivum	Traes_4AL_C217A20A1.2	Traes_4AL_C217A20A1	TraesCS4A01G465000	NA
Triticum_aestivum	Traes_4AL_C2A825B6D.1	Traes_4AL_C2A825B6D	TraesCS1D01G122400	NA
Triticum_aestivum	Traes_4AL_C5050FD87.1	Traes_4AL_C5050FD87	TraesCS4A01G374800	NA
Triticum_aestivum	Traes_4AL_C6278AB8E.1	Traes_4AL_C6278AB8E	TraesCS4A01G204300	NA
Triticum_aestivum	Traes_4AL_CAF4E16B5.1	Traes_4AL_CAF4E16B5	TraesCS4A01G415400	NA
Triticum_aestivum	Traes_4AL_E57587E16.1	Traes_4AL_E57587E16	TraesCS4A01G222700	NA
Triticum_aestivum	Traes_4AL_E769BB5A6.1	Traes_4AL_E769BB5A6	TraesCS4A01G176400	NA
Triticum_aestivum	Traes_4AL_EE88645E2.1	Traes_4AL_EE88645E2	TraesCS4A01G404700	NA
Triticum_aestivum	Traes_4AL_F023A8691.1	Traes_4AL_F023A8691	TraesCS4A01G176400	NA
Triticum_aestivum	Traes_4AL_F1DC044FA.1	Traes_4AL_F1DC044FA	TraesCS4A01G294700	NA
Triticum_aestivum	Traes_4AL_F3571097B.1	Traes_4AL_F3571097B	TraesCS4A01G257900	NA
Triticum_aestivum	Traes_4AL_F5C91EC4A.1	Traes_4AL_F5C91EC4A	TraesCS4A01G230700	NA
Triticum_aestivum	Traes_4AL_F853C8660.1	Traes_4AL_F853C8660	TraesCS4A01G486200	NA
Triticum_aestivum	Traes_4AL_FB3CE240C.1	Traes_4AL_FB3CE240C	TraesCS4A01G430600	NA
Triticum_aestivum	Traes_4AL_FE94301FD.1	Traes_4AL_FE94301FD	TraesCS7D01G091500	NA
Triticum_aestivum	Traes_4AL_FF199F127.1	Traes_4AL_FF199F127	TraesCS4A01G176200	NA
Triticum_aestivum	Traes_4AS_02B607421.1	Traes_4AS_02B607421	TraesCS4A01G062800	NA
Triticum_aestivum	Traes_4AS_03A679D8F.1	Traes_4AS_03A679D8F	TraesCS4A01G151500	NA
Triticum_aestivum	Traes_4AS_0DA136E0E.1	Traes_4AS_0DA136E0E	TraesCS4A01G135000	NA
Triticum_aestivum	Traes_4AS_124CCE880.2	Traes_4AS_124CCE880	TraesCS4A01G005100LC	NA
Triticum_aestivum	Traes_4AS_19FA06316.1	Traes_4AS_19FA06316	TraesCS4A01G088500	NA
Triticum_aestivum	Traes_4AS_1A68F2C29.2	Traes_4AS_1A68F2C29	TraesCS4A01G073000	NA
Triticum_aestivum	Traes_4AS_200E79902.1	Traes_4AS_200E79902	TraesCS4A01G080300LC	NA
Triticum_aestivum	Traes_4AS_200E799021.1	Traes_4AS_200E799021	TraesCS4A01G080300LC	NA
Triticum_aestivum	Traes_4AS_2603E68AF.3	Traes_4AS_2603E68AF	TraesCS4A01G008700LC	NA
Triticum_aestivum	Traes_4AS_2BDA1260C.3	Traes_4AS_2BDA1260C	TraesCS4A01G129400	NA
Triticum_aestivum	Traes_4AS_45B416B25.1	Traes_4AS_45B416B25	TraesCS4A01G135600	NA
Triticum_aestivum	Traes_4AS_48979CBE1.2	Traes_4AS_48979CBE1	TraesCS4A01G074300	NA
Triticum_aestivum	Traes_4AS_491EF4D7F.1	Traes_4AS_491EF4D7F	TraesCS4A01G036000	NA
Triticum_aestivum	Traes_4AS_4A418E6B5.4	Traes_4AS_4A418E6B5	TraesCS4A01G083600	NA
Triticum_aestivum	Traes_4AS_4C9A95F10.1	Traes_4AS_4C9A95F10	TraesCS4A01G016300	NA
Triticum_aestivum	Traes_4AS_52EB860E7.2	Traes_4AS_52EB860E7	TraesCS4A01G027700	NA
Triticum_aestivum	Traes_4AS_551523088.1	Traes_4AS_551523088	TraesCS7D01G472300LC	NA
Triticum_aestivum	Traes_4AS_5971FF832.1	Traes_4AS_5971FF832	TraesCS4A01G067300	NA
Triticum_aestivum	Traes_4AS_636DF8B4C.2	Traes_4AS_636DF8B4C	TraesCS4A01G083800	NA
Triticum_aestivum	Traes_4AS_669BAF6C7.1	Traes_4AS_669BAF6C7	TraesCS4A01G107300	NA
Triticum_aestivum	Traes_4AS_6B1AEFACE.2	Traes_4AS_6B1AEFACE	TraesCS4A01G013100	NA
Triticum_aestivum	Traes_4AS_6EDD5ACF7.2	Traes_4AS_6EDD5ACF7	TraesCS4A01G126300	NA
Triticum_aestivum	Traes_4AS_70DF607CC.1	Traes_4AS_70DF607CC	TraesCS4A01G128100	NA
Triticum_aestivum	Traes_4AS_73658DB91.1	Traes_4AS_73658DB91	TraesCS4A01G081000	NA
Triticum_aestivum	Traes_4AS_7530AAEB4.1	Traes_4AS_7530AAEB4	TraesCS4A01G047700	NA
Triticum_aestivum	Traes_4AS_86FF10C36.1	Traes_4AS_86FF10C36	TraesCS4A01G017700	NA
Triticum_aestivum	Traes_4AS_92067319F.1	Traes_4AS_92067319F	TraesCS4A01G065000	NA
Triticum_aestivum	Traes_4AS_928691B39.1	Traes_4AS_928691B39	TraesCS4A01G138100	NA
Triticum_aestivum	Traes_4AS_AA492B6A9.1	Traes_4AS_AA492B6A9	TraesCS4A01G021600LC	NA
Triticum_aestivum	Traes_4AS_B95A1C3A1.1	Traes_4AS_B95A1C3A1	TraesCS4A01G130600	NA
Triticum_aestivum	Traes_4AS_BE972A266.1	Traes_4AS_BE972A266	TraesCS4A01G058800	NA
Triticum_aestivum	Traes_4AS_BE972A2661.1	Traes_4AS_BE972A2661	TraesCS4A01G058800	NA
Triticum_aestivum	Traes_4AS_C30034054.1	Traes_4AS_C30034054	TraesCS4A01G039000	NA
Triticum_aestivum	Traes_4AS_D95D10893.1	Traes_4AS_D95D10893	TraesCS4A01G028900	NA
Triticum_aestivum	Traes_4AS_DBDA5E9C6.1	Traes_4AS_DBDA5E9C6	TraesCS4A01G131000	NA
Triticum_aestivum	Traes_4AS_DD16F89E7.1	Traes_4AS_DD16F89E7	TraesCS4A01G087000	NA
Triticum_aestivum	Traes_4AS_DD5072A70.1	Traes_4AS_DD5072A70	TraesCS4A01G060200	NA
Triticum_aestivum	Traes_4AS_E20BDE652.1	Traes_4AS_E20BDE652	TraesCS4A01G097800	NA
Triticum_aestivum	Traes_4AS_E4935832A.2	Traes_4AS_E4935832A	TraesCS4A01G059100	NA
Triticum_aestivum	Traes_4AS_F9C171219.1	Traes_4AS_F9C171219	TraesCS4A01G128900	NA
Triticum_aestivum	Traes_4AS_FF900272B.1	Traes_4AS_FF900272B	TraesCS4A01G016000	NA
Triticum_aestivum	Traes_4BL_00160D0BD.1	Traes_4BL_00160D0BD	TraesCS1A01G003500LC	NA
Triticum_aestivum	Traes_4BL_011308A76.1	Traes_4BL_011308A76	TraesCS4B01G230700	NA
Triticum_aestivum	Traes_4BL_0174177391.1	Traes_4BL_0174177391	TraesCS4B01G223000	NA
Triticum_aestivum	Traes_4BL_03B8EA3BF.1	Traes_4BL_03B8EA3BF	TraesCS4B01G320300	NA
Triticum_aestivum	Traes_4BL_0437CF0AD.1	Traes_4BL_0437CF0AD	TraesCS1A01G003500LC	NA
Triticum_aestivum	Traes_4BL_0437CF0AD1.1	Traes_4BL_0437CF0AD1	TraesCS1A01G003500LC	NA
Triticum_aestivum	Traes_4BL_097D9E8A8.1	Traes_4BL_097D9E8A8	TraesCS4B01G286400	NA
Triticum_aestivum	Traes_4BL_0F2281616.2	Traes_4BL_0F2281616	TraesCS4B01G527300LC	NA
Triticum_aestivum	Traes_4BL_13069CE63.1	Traes_4BL_13069CE63	TraesCS4B01G287900	NA
Triticum_aestivum	Traes_4BL_19F19CCC0.1	Traes_4BL_19F19CCC0	TraesCS4B01G308200	NA
Triticum_aestivum	Traes_4BL_208AF4C7D.2	Traes_4BL_208AF4C7D	TraesCS4B01G378900	NA
Triticum_aestivum	Traes_4BL_2136196AE.2	Traes_4BL_2136196AE	TraesCS4B01G242600	NA
Triticum_aestivum	Traes_4BL_24D87D874.1	Traes_4BL_24D87D874	TraesCS4B01G288000	NA
Triticum_aestivum	Traes_4BL_27B9E4CE6.1	Traes_4BL_27B9E4CE6	TraesCS4B01G328700	NA
Triticum_aestivum	Traes_4BL_2B17F465A.1	Traes_4BL_2B17F465A	TraesCS4B01G245900	NA
Triticum_aestivum	Traes_4BL_2E125A702.1	Traes_4BL_2E125A702	TraesCS4B01G278100	NA
Triticum_aestivum	Traes_4BL_2F534B325.1	Traes_4BL_2F534B325	TraesCS4B01G234700	NA
Triticum_aestivum	Traes_4BL_340D5E00A.1	Traes_4BL_340D5E00A	TraesCS4B01G576900LC	NA
Triticum_aestivum	Traes_4BL_34FE2C7F2.2	Traes_4BL_34FE2C7F2	TraesCS4B01G245900	NA
Triticum_aestivum	Traes_4BL_35C9289F3.2	Traes_4BL_35C9289F3	TraesCS4B01G329100	NA
Triticum_aestivum	Traes_4BL_37108D17C.1	Traes_4BL_37108D17C	TraesCS4B01G293000LC	NA
Triticum_aestivum	Traes_4BL_3FB579782.1	Traes_4BL_3FB579782	TraesCS4B01G224600	NA
Triticum_aestivum	Traes_4BL_4B8CA74B8.2	Traes_4BL_4B8CA74B8	TraesCS4B01G257200	NA
Triticum_aestivum	Traes_4BL_4C9A415F3.1	Traes_4BL_4C9A415F3	TraesCS4B01G175800	NA
Triticum_aestivum	Traes_4BL_5091DE58E.1	Traes_4BL_5091DE58E	TraesCS4B01G383200	NA
Triticum_aestivum	Traes_4BL_54689C3C1.1	Traes_4BL_54689C3C1	TraesCS4B01G365600	NA
Triticum_aestivum	Traes_4BL_57E9A2C6B.2	Traes_4BL_57E9A2C6B	TraesCS4B01G331900	NA
Triticum_aestivum	Traes_4BL_7911992DE.1	Traes_4BL_7911992DE	TraesCS4B01G206800	NA
Triticum_aestivum	Traes_4BL_7DA93696E.1	Traes_4BL_7DA93696E	TraesCS4B01G290400	NA
Triticum_aestivum	Traes_4BL_7E2E98E50.2	Traes_4BL_7E2E98E50	TraesCS4B01G229100	NA
Triticum_aestivum	Traes_4BL_7F70575F9.1	Traes_4BL_7F70575F9	TraesCS4B01G361100	NA
Triticum_aestivum	Traes_4BL_80683C0B9.1	Traes_4BL_80683C0B9	TraesCS4B01G184500	NA
Triticum_aestivum	Traes_4BL_83F647CBE.2	Traes_4BL_83F647CBE	TraesCS4B01G235700	NA
Triticum_aestivum	Traes_4BL_86572BB6D.1	Traes_4BL_86572BB6D	TraesCS4B01G383400	NA
Triticum_aestivum	Traes_4BL_86941BB78.1	Traes_4BL_86941BB78	TraesCS4B01G336200	NA
Triticum_aestivum	Traes_4BL_8D44C3C97.1	Traes_4BL_8D44C3C97	TraesCS4B01G328800	NA
Triticum_aestivum	Traes_4BL_9422485B3.2	Traes_4BL_9422485B3	TraesCS4B01G169600	NA
Triticum_aestivum	Traes_4BL_97EDABD02.2	Traes_4BL_97EDABD02	TraesCS4B01G197100	NA
Triticum_aestivum	Traes_4BL_A0C5E3DD0.1	Traes_4BL_A0C5E3DD0	TraesCS4B01G329100	NA
Triticum_aestivum	Traes_4BL_A2B32FCEE.1	Traes_4BL_A2B32FCEE	TraesCS4B01G217400	NA
Triticum_aestivum	Traes_4BL_A37F6FD08.3	Traes_4BL_A37F6FD08	TraesCS4B01G306300	NA
Triticum_aestivum	Traes_4BL_A48C29364.1	Traes_4BL_A48C29364	TraesCS4B01G304500	NA
Triticum_aestivum	Traes_4BL_A4D0F4AD6.2	Traes_4BL_A4D0F4AD6	TraesCS4B01G316200	NA
Triticum_aestivum	Traes_4BL_A8C6FBEB6.1	Traes_4BL_A8C6FBEB6	TraesCS4B01G176700	NA
Triticum_aestivum	Traes_4BL_B64C157DC.1	Traes_4BL_B64C157DC	TraesCS4B01G385800	NA
Triticum_aestivum	Traes_4BL_B92B51F5D.1	Traes_4BL_B92B51F5D	TraesCS4B01G174000	NA
Triticum_aestivum	Traes_4BL_BEF6AF501.2	Traes_4BL_BEF6AF501	TraesCS4B01G364900	NA
Triticum_aestivum	Traes_4BL_C8067812A.2	Traes_4BL_C8067812A	TraesCS4B01G200400	NA
Triticum_aestivum	Traes_4BL_CDCFB216C.1	Traes_4BL_CDCFB216C	TraesCS4B01G215700	NA
Triticum_aestivum	Traes_4BL_D44ACD58E.1	Traes_4BL_D44ACD58E	TraesCS4B01G361200	NA
Triticum_aestivum	Traes_4BL_D592DBAAF.1	Traes_4BL_D592DBAAF	TraesCS4B01G350600	NA
Triticum_aestivum	Traes_4BL_DAFEC95DD.1	Traes_4BL_DAFEC95DD	TraesCS4B01G178600	NA
Triticum_aestivum	Traes_4BL_DCD5FA440.1	Traes_4BL_DCD5FA440	TraesCS4B01G220300	NA
Triticum_aestivum	Traes_4BL_E20E75836.1	Traes_4BL_E20E75836	TraesCS4B01G266700	NA
Triticum_aestivum	Traes_4BL_EDA8441F6.1	Traes_4BL_EDA8441F6	TraesCS4B01G324000LC	NA
